GROUP,TIME,COMPONENT,%WGT,%VOL,%MOL,AREA,DEN,RRF,BPC,BPF,sample_id
AROMATICS,83.05,"1,2,4,5-tetramethyl-3-ethylbenze",0.001,0.001,0.0,40.0,0.992,0.903,262.0,503.6,42910
AROMATICS,83.112,a12-[58],0.002,0.001,0.001,66.0,0.9,0.945,216.0,420.8,42910
AROMATICS,83.497,ethylnaphthalene,0.023,0.017,0.012,1068.0,0.992,0.903,251.0,483.8,42910
AROMATICS,83.805,"2,6-dimethylnaphthalene",0.025,0.018,0.013,1126.0,1.016,0.903,262.0,503.6,42910
AROMATICS,83.85,"2,7-dimethylnaphthalene",0.025,0.018,0.013,1150.0,1.016,0.903,262.0,503.6,42910
AROMATICS,84.21,"1,7-dimethylnaphthalene",0.057,0.042,0.029,2616.0,1.016,0.903,262.0,503.6,42910
AROMATICS,84.313,"1,3-dimethylnaphthalene",0.029,0.021,0.015,1332.0,1.016,0.903,262.0,503.6,42910
AROMATICS,84.752,"1,6-dimethylnaphthalene",0.021,0.015,0.011,952.0,1.016,0.903,262.0,503.6,42910
AROMATICS,84.825,"2,3-dimethylnaphthalene",0.006,0.005,0.003,294.0,1.016,0.903,262.0,503.6,42910
AROMATICS,85.15,3-methylbiphenyl,0.013,0.009,0.006,591.0,1.04,0.903,262.0,503.6,42910
AROMATICS,85.695,4-methylbiphenyl,0.014,0.01,0.007,653.0,1.04,0.903,262.0,503.6,42910
AROMATICS,85.883,"1,2-dimethylnaphthalene",0.003,0.002,0.001,131.0,1.016,0.903,262.0,503.6,42910
AROMATICS,85.942,"1,8-dimethylnaphthalene",0.01,0.007,0.005,437.0,1.016,0.903,262.0,503.6,42910
AROMATICS,86.11,a13-[1],0.001,0.001,0.0,31.0,1.007,0.947,254.0,489.2,42910
AROMATICS,86.21,a13-[2],0.004,0.003,0.002,155.0,1.007,0.947,254.0,489.2,42910
AROMATICS,86.338,a13-[3],0.011,0.008,0.005,468.0,1.007,0.947,254.0,489.2,42910
AROMATICS,86.585,a13-[7],0.008,0.006,0.004,329.0,1.007,0.947,254.0,489.2,42910
AROMATICS,86.852,a13-[10],0.009,0.007,0.004,414.0,1.007,0.947,254.0,489.2,42910
AROMATICS,86.918,a13-[11],0.003,0.002,0.001,111.0,1.007,0.947,254.0,489.2,42910
AROMATICS,86.988,a13-[12],0.012,0.008,0.005,503.0,1.007,0.947,285.0,545.0,42910
AROMATICS,87.163,a13-[15],0.002,0.002,0.001,100.0,1.007,0.947,254.0,489.2,42910
AROMATICS,87.498,a13-[18],0.001,0.001,0.0,36.0,1.007,0.947,254.0,489.2,42910
AROMATICS,87.717,a13-[20],0.002,0.002,0.001,104.0,1.007,0.947,254.0,489.2,42910
AROMATICS,87.768,a13-[21],0.006,0.004,0.003,251.0,1.007,0.947,285.0,545.0,42910
AROMATICS,87.81,a13-[22],0.003,0.002,0.001,116.0,1.007,0.947,285.0,545.0,42910
AROMATICS,88.0,a13-[24],0.003,0.002,0.001,132.0,1.007,0.947,285.0,545.0,42910
AROMATICS,88.078,a13-[25],0.008,0.006,0.004,330.0,1.007,0.947,285.0,545.0,42910
AROMATICS,88.503,"1,4,5-trimethylnaphthalene",0.007,0.005,0.003,303.0,1.007,0.903,285.0,545.0,42910
AROMATICS,88.588,"2,3,6-trimethylnaphthalene",0.002,0.001,0.001,82.0,1.007,0.903,285.0,545.0,42910
AROMATICS,88.667,a13-[31],0.002,0.001,0.001,79.0,1.007,0.947,285.0,545.0,42910
AROMATICS,88.893,a13-[35],0.003,0.002,0.001,121.0,1.007,0.947,285.0,545.0,42910
AROMATICS,90.122,a13-[60],0.002,0.001,0.001,74.0,1.007,0.947,285.0,545.0,42910
NAPHTHENES,15.707,cyclopentane,0.061,0.061,0.071,2592.0,0.745,0.98,49.25,120.65,42910
NAPHTHENES,19.968,methylcyclopentane,0.597,0.591,0.572,25214.0,0.749,0.98,71.8,161.24,42910
NAPHTHENES,22.557,cyclohexane,0.163,0.155,0.156,6879.0,0.779,0.98,80.72,177.296,42910
NAPHTHENES,23.78,"1,1-dimethylcyclopentane",0.041,0.04,0.033,1716.0,0.754,0.98,87.48,189.464,42910
NAPHTHENES,24.797,"1c,3-dimethylcyclopentane",0.152,0.151,0.125,6413.0,0.745,0.98,90.77,195.386,42910
NAPHTHENES,25.068,"1t,3-dimethylcyclopentane",0.146,0.144,0.12,6152.0,0.749,0.98,91.72,197.096,42910
NAPHTHENES,25.34,"1t,2-dimethylcyclopentane",0.163,0.161,0.134,6881.0,0.751,0.98,91.87,197.366,42910
NAPHTHENES,28.27,"1c,2-dimethylcyclopentane",0.008,0.008,0.007,343.0,0.732,0.98,99.53,211.154,42910
NAPHTHENES,28.962,methylcyclohexane,0.377,0.363,0.309,15909.0,0.769,0.98,100.93,213.674,42910
NAPHTHENES,30.488,ethylcyclopentane,0.128,0.124,0.105,5421.0,0.766,0.98,103.47,218.246,42910
NAPHTHENES,31.667,"1c,2t,4-trimethylcyclopentane",0.033,0.032,0.023,1376.0,0.763,0.98,116.74,242.132,42910
NAPHTHENES,32.733,"1t,2c,3-trimethylcyclopentane",0.013,0.013,0.01,559.0,0.77,0.98,110.41,230.738,42910
NAPHTHENES,37.537,"1c,2t,3-trimethylcyclopentane",0.06,0.058,0.043,2534.0,0.77,0.98,117.5,243.5,42910
NAPHTHENES,40.112,2t-ethylmethylcyclopentane,0.017,0.016,0.012,709.0,0.769,0.98,121.2,250.16,42910
NAPHTHENES,40.715,"1,1-methylethylcyclopentane",0.01,0.01,0.007,434.0,0.781,0.98,121.53,250.754,42910
NAPHTHENES,41.348,"1t,2-dimethylcyclohexane",0.02,0.019,0.015,861.0,0.776,0.98,123.43,254.174,42910
NAPHTHENES,42.598,"1t,3-dimethylcyclohexane",0.003,0.003,0.002,111.0,0.776,0.98,123.43,254.174,42910
NAPHTHENES,42.963,"1c,4-dimethylcyclohexane",0.011,0.011,0.008,469.0,0.783,0.98,124.33,255.794,42910
NAPHTHENES,44.232,i-propylcyclopentane,0.044,0.042,0.031,1839.0,0.776,0.98,126.43,259.574,42910
NAPHTHENES,46.193,"1c,2-dimethylcyclohexane",0.209,0.194,0.15,8811.0,0.796,0.98,129.74,265.532,42910
NAPHTHENES,46.873,"1,1,4-trimethylcyclohexane",0.006,0.005,0.004,242.0,0.772,0.98,135.0,275.0,42910
NAPHTHENES,48.423,ethylcyclohexane,0.033,0.031,0.024,1393.0,0.784,0.98,131.79,269.222,42910
NAPHTHENES,48.507,n8-[7],0.006,0.006,0.004,247.0,0.78,0.98,130.0,266.0,42910
NAPHTHENES,48.712,n-propylcyclopentane,0.046,0.044,0.033,1948.0,0.776,0.98,130.96,267.728,42910
NAPHTHENES,49.883,"1,1,3-trimethylcyclohexane",0.014,0.013,0.009,577.0,0.787,0.98,146.59,295.862,42910
NAPHTHENES,50.063,n9-[0],0.004,0.004,0.003,189.0,0.78,0.98,0.0,32.0,42910
NAPHTHENES,50.48,n9-[1],0.005,0.005,0.003,230.0,0.78,0.98,0.0,32.0,42910
NAPHTHENES,51.478,"1c,2t,4t-trimethylcyclohexane",0.025,0.024,0.016,1076.0,0.78,0.98,0.0,32.0,42910
NAPHTHENES,53.913,"1c,2t,3c-trimethylcyclohexane",0.001,0.001,0.001,53.0,0.758,0.98,151.2,304.16,42910
NAPHTHENES,54.382,"1c,2t,4c-trimethylcyclohexane",0.013,0.013,0.008,554.0,0.772,0.98,135.0,275.0,42910
NAPHTHENES,55.468,n9-[4],0.157,0.149,0.1,6636.0,0.78,0.98,0.0,32.0,42910
NAPHTHENES,55.935,n9-[5],0.022,0.021,0.014,919.0,0.78,0.98,0.0,32.0,42910
NAPHTHENES,56.203,n9-[6],0.178,0.169,0.114,7518.0,0.78,0.98,0.0,32.0,42910
NAPHTHENES,56.637,i-butylcyclopentane,0.003,0.003,0.002,128.0,0.781,0.98,147.97,298.346,42910
NAPHTHENES,57.97,"1,1-methylethylcyclohexane",0.023,0.021,0.014,956.0,0.806,0.98,152.18,305.924,42910
NAPHTHENES,58.278,n9-[10],0.006,0.006,0.004,274.0,0.79,0.98,0.0,32.0,42910
NAPHTHENES,58.942,n9-[12],0.012,0.012,0.008,525.0,0.79,0.98,0.0,32.0,42910
NAPHTHENES,59.025,n9-[13],0.003,0.003,0.002,147.0,0.79,0.98,0.0,32.0,42910
NAPHTHENES,59.245,i-propylcyclohexane,0.004,0.004,0.003,173.0,0.802,0.98,154.79,310.622,42910
NAPHTHENES,59.762,n9-[14],0.01,0.009,0.006,425.0,0.79,0.98,0.0,32.0,42910
NAPHTHENES,60.228,n-propylcyclohexane,0.038,0.035,0.024,1589.0,0.802,0.98,154.79,310.622,42910
NAPHTHENES,60.628,n-butylcyclopentane,0.086,0.081,0.055,3614.0,0.785,0.98,156.62,313.916,42910
NAPHTHENES,60.692,n10-[0],0.012,0.011,0.007,518.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,61.092,n9-[15],0.006,0.006,0.004,258.0,0.79,0.98,0.0,32.0,42910
NAPHTHENES,61.297,n10-[1],0.008,0.008,0.005,342.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,62.7,n10-[3],0.007,0.006,0.004,293.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,64.49,n10-[6],0.238,0.22,0.137,10049.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,65.145,i-butylcyclohexane,0.068,0.064,0.039,2892.0,0.796,0.98,171.3,340.34,42910
NAPHTHENES,65.853,1t-methyl-2-n-propylcyclohexane,0.118,0.109,0.068,4976.0,0.8,0.98,171.0,339.8,42910
NAPHTHENES,66.607,n10-[8],0.008,0.007,0.004,322.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,67.252,n11-[0],0.01,0.01,0.005,435.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,68.007,sec-butylcyclohexane,0.003,0.002,0.002,111.0,0.814,0.98,179.34,354.812,42910
NAPHTHENES,68.528,n-butylcyclohexane,0.011,0.01,0.006,466.0,0.814,0.98,179.0,354.2,42910
NAPHTHENES,68.652,n11-[1],0.004,0.004,0.002,173.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,70.08,t-decahydronaphthalene,0.027,0.025,0.014,1152.0,0.8,0.98,187.2,368.96,42910
NAPHTHENES,70.28,n11-[2],0.107,0.1,0.056,4538.0,0.8,0.98,0.0,32.0,42910
NAPHTHENES,74.763,n-pentylcyclohexane,0.095,0.08,0.049,4168.0,0.88,0.94,203.0,397.4,42910
NAPHTHENES,75.3,1t-m-2-(4-mp)cyclopentane,0.117,0.108,0.056,4937.0,0.8,0.98,0.0,32.0,42910
OLEFINS,7.03,butene-1,0.0,0.0,0.0,1.0,0.595,0.98,-6.25,20.75,42910
OLEFINS,7.448,t-butene-2,0.003,0.004,0.005,143.0,0.604,0.98,0.88,33.584,42910
OLEFINS,7.792,c-butene-2,0.01,0.012,0.014,409.0,0.621,0.98,3.72,38.696,42910
OLEFINS,8.787,3-methylbutene-1,0.01,0.012,0.012,440.0,0.627,0.98,20.05,68.09,42910
OLEFINS,9.658,"1,4-pentadiene",0.001,0.001,0.001,31.0,0.661,0.952,25.96,78.728,42910
OLEFINS,10.212,pentene-1,0.04,0.047,0.046,1708.0,0.641,0.98,29.96,85.928,42910
OLEFINS,10.582,2-methylbutene-1,0.085,0.097,0.097,3579.0,0.65,0.98,31.15,88.07,42910
OLEFINS,11.11,"2-methylbutadiene-1,3",0.002,0.002,0.003,96.0,0.681,0.952,34.06,93.308,42910
OLEFINS,11.313,t-pentene-2,0.136,0.155,0.156,5740.0,0.648,0.98,36.34,97.412,42910
OLEFINS,11.807,c-pentene-2,0.07,0.079,0.081,2962.0,0.656,0.98,36.93,98.474,42910
OLEFINS,12.133,2-methylbutene-2,0.204,0.229,0.235,8629.0,0.662,0.98,38.56,101.408,42910
OLEFINS,14.795,cyclopentene,0.029,0.027,0.034,1244.0,0.772,0.952,44.23,111.614,42910
OLEFINS,15.258,4-methylpentene-1,0.005,0.005,0.004,198.0,0.667,0.98,53.86,128.948,42910
OLEFINS,15.345,3-methylpentene-1,0.011,0.013,0.011,485.0,0.664,0.98,54.17,129.506,42910
OLEFINS,16.013,4-methyl-c-pentene-2,0.009,0.01,0.009,397.0,0.674,0.98,56.38,133.484,42910
OLEFINS,16.137,4-methyl-t-pentene-2,0.003,0.003,0.003,131.0,0.674,0.98,58.6,137.48,42910
OLEFINS,16.332,"1,5-hexadiene",0.015,0.016,0.015,650.0,0.692,0.98,59.45,139.01,42910
OLEFINS,17.39,o6-[4],0.008,0.008,0.008,333.0,0.692,0.98,0.0,32.0,42910
OLEFINS,17.398,2-methylpentene-1,0.012,0.013,0.011,505.0,0.685,0.98,62.1,143.78,42910
OLEFINS,17.455,hexene-1,3.309,3.617,3.169,139746.0,0.678,0.98,63.47,146.246,42910
OLEFINS,18.377,t-hexene-3,0.018,0.019,0.017,746.0,0.682,0.98,67.08,152.744,42910
OLEFINS,18.428,c-hexene-3,0.007,0.008,0.007,310.0,0.685,0.98,66.44,151.592,42910
OLEFINS,18.548,t-hexene-2,0.037,0.04,0.036,1567.0,0.683,0.98,67.88,154.184,42910
OLEFINS,18.708,2-methylpentene-2,0.048,0.051,0.046,2017.0,0.691,0.98,67.3,153.14,42910
OLEFINS,18.888,4-methylcyclopentene,0.026,0.025,0.025,1093.0,0.762,0.98,64.9,148.82,42910
OLEFINS,18.965,3-methylcyclopentene,0.007,0.007,0.007,293.0,0.762,0.98,65.0,149.0,42910
OLEFINS,19.172,c-hexene-2,0.022,0.023,0.021,917.0,0.692,0.98,68.88,155.984,42910
OLEFINS,19.617,3-methyl-t-pentene-2,0.038,0.04,0.036,1595.0,0.702,0.98,70.43,158.774,42910
OLEFINS,20.763,o7-[1],0.0,0.0,0.0,4.0,0.704,0.98,0.0,32.0,42910
OLEFINS,21.615,"2,4-dimethylpentene-1",0.002,0.002,0.002,84.0,0.699,0.98,81.6,178.88,42910
OLEFINS,21.78,1-methylcyclopentene,0.028,0.026,0.027,1195.0,0.78,0.957,75.48,167.864,42910
OLEFINS,22.38,5-methylhexene-1,0.004,0.004,0.003,154.0,0.697,0.98,85.31,185.558,42910
OLEFINS,22.863,2-ethyl-3-methylbutene-1,0.006,0.006,0.005,243.0,0.714,0.98,86.36,187.448,42910
OLEFINS,23.105,diolefin (hexadiene),0.003,0.003,0.003,138.0,0.694,0.98,70.0,158.0,42910
OLEFINS,23.325,4-methylhexene-1,0.008,0.008,0.006,332.0,0.703,0.98,86.73,188.114,42910
OLEFINS,24.592,"3,4-dimethyl-c-pentene-2",0.003,0.003,0.003,131.0,0.718,0.98,89.25,192.65,42910
OLEFINS,25.635,heptene-1,0.005,0.006,0.004,225.0,0.697,0.98,93.64,200.552,42910
OLEFINS,26.18,"1,5-heptadiene",0.005,0.005,0.005,224.0,0.75,0.98,96.17,205.106,42910
OLEFINS,26.568,t-heptene-3,0.018,0.019,0.015,754.0,0.703,0.98,95.67,204.206,42910
OLEFINS,26.933,c-heptene-3,0.009,0.009,0.007,375.0,0.703,0.98,95.75,204.35,42910
OLEFINS,27.003,2-methyl-2-hexene,0.015,0.015,0.012,614.0,0.713,0.98,95.41,203.738,42910
OLEFINS,27.118,3-methyl-c-hexene-2,0.008,0.009,0.007,358.0,0.713,0.98,95.41,203.738,42910
OLEFINS,27.308,3-methyl-t-hexene-3,0.009,0.009,0.007,367.0,0.694,0.98,93.54,200.372,42910
OLEFINS,27.485,o7-[6],0.006,0.006,0.005,235.0,0.732,0.98,0.0,32.0,42910
OLEFINS,27.835,"2,4,4-trimethyl-1-pentene",0.016,0.016,0.011,671.0,0.716,0.98,101.0,213.8,42910
OLEFINS,28.878,o7-[9],0.053,0.053,0.038,2220.0,0.732,0.98,0.0,32.0,42910
OLEFINS,31.87,o7-[17],0.015,0.015,0.013,645.0,0.732,0.98,0.0,32.0,42910
OLEFINS,33.353,o7-[22],0.012,0.012,0.01,499.0,0.732,0.98,96.0,204.8,42910
OLEFINS,35.123,o8-[2],0.025,0.025,0.018,1037.0,0.732,0.98,120.0,248.0,42910
OLEFINS,35.575,o8-[4],0.004,0.004,0.003,152.0,0.732,0.98,120.0,248.0,42910
OLEFINS,37.665,o8-[12],0.012,0.012,0.009,505.0,0.732,0.98,0.0,32.0,42910
OLEFINS,39.667,"2,6-dimethylheptene-1",0.021,0.022,0.013,882.0,0.72,0.98,0.0,32.0,42910
OLEFINS,40.36,o8-[16],0.01,0.01,0.007,412.0,0.72,0.98,0.0,32.0,42910
OLEFINS,42.267,"3,5,5-trimethylhexene-1",0.006,0.007,0.004,274.0,0.72,0.98,0.0,32.0,42910
OLEFINS,48.945,"2,4-dimethylheptene-1",0.004,0.005,0.003,179.0,0.683,0.98,0.0,32.0,42910
OLEFINS,54.88,t-nonene-2,0.079,0.085,0.05,3318.0,0.683,0.98,0.0,32.0,42910
OLEFINS,56.478,nonene-1,0.003,0.003,0.002,147.0,0.768,0.98,134.5,274.1,42910
OLEFINS,56.717,t-7-methyloctene-3,0.002,0.002,0.001,95.0,0.683,0.98,0.0,32.0,42910
OLEFINS,65.538,decene-1,0.006,0.006,0.003,249.0,0.741,0.99,170.6,339.08,42910
OLEFINS,65.765,"2,3-dimethyloctene-2",0.004,0.004,0.002,160.0,0.74,0.99,0.0,32.0,42910
OLEFINS,72.223,undecene-1,0.014,0.013,0.007,576.0,0.75,0.98,192.7,378.86,42910
OLEFINS,76.893,dodecene-1,0.015,0.015,0.007,648.0,0.758,0.98,213.4,416.12,42910
OXYGENATES,6.75,methanol,11.775,11.027,29.618,154808.0,0.791,3.148,64.96,148.928,42910
OXYGENATES,8.47,ethanol,0.05,0.047,0.087,943.0,0.789,2.193,78.5,173.3,42910
OXYGENATES,11.935,t-butanol,0.001,0.001,0.001,23.0,0.789,1.154,82.2,179.96,42910
OXYGENATES,24.018,t-amylmethylether,0.005,0.004,0.004,143.0,0.752,1.318,91.0,195.8,42910
UNKNOWNS,5.315,,0.0,0.0,0.0,31.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,30.742,unknown,0.06,0.064,0.043,2500.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,33.63,unknown,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,57.908,unknown,0.002,0.002,0.001,80.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,60.357,unknown,0.011,0.012,0.006,462.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,66.113,unknown,0.025,0.027,0.014,1053.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,66.798,unknown,0.006,0.006,0.003,228.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,68.497,unknown,0.003,0.003,0.002,135.0,0.0,0.0,0.0,32.0,42910
UNKNOWNS,72.588,unknown,0.013,0.013,0.007,525.0,0.0,0.0,0.0,32.0,42910
PARAFFIN,7.228,n-butane,2.076,2.653,3.604,79911.0,0.579,1.015,-0.5,31.1,42917
PARAFFIN,10.818,n-pentane,1.212,1.431,1.695,46973.0,0.626,1.008,36.06,96.908,42917
PARAFFIN,18.188,n-hexane,0.903,1.012,1.057,35123.0,0.659,1.004,68.73,155.714,42917
PARAFFIN,26.73,n-heptane,1.623,1.755,1.634,63392.0,0.684,1.0,98.42,209.156,42917
PARAFFIN,42.852,n-octane,0.098,0.103,0.086,3819.0,0.702,0.998,125.68,258.224,42917
PARAFFIN,57.66,n-nonane,0.12,0.123,0.094,4700.0,0.718,0.996,150.82,303.476,42917
PARAFFIN,66.325,n-decane,0.091,0.093,0.065,3594.0,0.73,0.994,174.15,345.47,42917
PARAFFIN,72.843,n-undecane,0.034,0.034,0.022,1346.0,0.744,0.993,195.9,384.62,42917
PARAFFIN,77.345,n-dodecane,0.008,0.007,0.004,299.0,0.753,0.992,216.3,421.34,42917
PARAFFIN,80.772,n-tridecane,0.003,0.002,0.001,100.0,0.756,0.991,235.4,455.72,42917
PARAFFIN,83.573,n-tetradecane,0.005,0.005,0.002,187.0,0.756,0.991,255.0,491.0,42917
I-PARAFFINS,6.652,i-butane,0.018,0.024,0.032,701.0,0.557,1.015,-11.72,10.904,42917
I-PARAFFINS,7.518,"2,2-dimethylpropane",0.005,0.007,0.008,212.0,0.591,1.008,9.5,49.1,42917
I-PARAFFINS,9.488,i-pentane,5.371,6.411,7.512,208178.0,0.62,1.008,27.84,82.112,42917
I-PARAFFINS,13.257,"2,2-dimethylbutane",0.1,0.114,0.117,3890.0,0.649,1.004,49.73,121.514,42917
I-PARAFFINS,15.888,"2,3-dimethylbutane",0.623,0.696,0.729,24223.0,0.662,1.004,57.98,136.364,42917
I-PARAFFINS,16.21,2-methylpentane,0.969,1.097,1.135,37709.0,0.653,1.004,60.26,140.468,42917
I-PARAFFINS,17.042,3-methylpentane,0.732,0.815,0.857,28496.0,0.664,1.004,63.27,145.886,42917
I-PARAFFINS,19.85,"2,2-dimethylpentane",0.057,0.062,0.057,2214.0,0.674,1.0,79.19,174.542,42917
I-PARAFFINS,20.328,"2,4-dimethylpentane",0.608,0.668,0.612,23735.0,0.673,1.0,80.49,176.882,42917
I-PARAFFINS,20.655,"2,2,3-trimethylbutane",0.031,0.033,0.031,1198.0,0.69,1.0,80.88,177.584,42917
I-PARAFFINS,22.262,"3,3-dimethylpentane",0.078,0.083,0.079,3052.0,0.693,1.0,86.06,186.908,42917
I-PARAFFINS,23.44,2-methylhexane,1.072,1.168,1.079,41866.0,0.679,1.0,90.05,194.09,42917
I-PARAFFINS,23.55,"2,3-dimethylpentane",1.067,1.136,1.075,41697.0,0.695,1.0,89.78,193.604,42917
I-PARAFFINS,24.228,3-methylhexane,1.492,1.605,1.502,58273.0,0.687,1.0,91.85,197.33,42917
I-PARAFFINS,25.223,3-ethylpentane,0.152,0.161,0.153,5923.0,0.698,1.0,93.47,200.246,42917
I-PARAFFINS,25.477,"2,2,4-trimethylpentane",9.608,10.27,8.487,376120.0,0.692,0.998,99.24,210.632,42917
I-PARAFFINS,29.327,"2,2-dimethylhexane",0.111,0.118,0.098,4354.0,0.695,0.998,106.84,224.312,42917
I-PARAFFINS,30.663,"2,5-dimethylhexane",0.545,0.581,0.482,21340.0,0.693,0.998,109.11,228.398,42917
I-PARAFFINS,30.75,"2,2,3-trimethylpentane",0.196,0.203,0.173,7684.0,0.716,0.998,109.85,229.73,42917
I-PARAFFINS,30.915,"2,4-dimethylhexane",0.471,0.497,0.416,18419.0,0.7,0.998,109.43,228.974,42917
I-PARAFFINS,33.143,"2,3,4-trimethylpentane",1.9,1.955,1.679,74392.0,0.719,0.998,113.47,236.246,42917
I-PARAFFINS,33.758,"2,3,3-trimethylpentane",2.05,2.088,1.811,80254.0,0.726,0.998,114.77,238.586,42917
I-PARAFFINS,34.172,i8-[0],0.001,0.001,0.001,29.0,0.719,0.998,113.47,236.246,42917
I-PARAFFINS,34.942,"2,3-dimethylhexane",0.526,0.546,0.465,20586.0,0.712,0.998,115.61,240.098,42917
I-PARAFFINS,36.007,2-methylheptane,0.114,0.12,0.1,4447.0,0.698,0.998,117.65,243.77,42917
I-PARAFFINS,36.263,4-methylheptane,0.044,0.046,0.039,1730.0,0.705,0.998,117.71,243.878,42917
I-PARAFFINS,36.42,3-methyl-3-ethylpentane,0.047,0.049,0.041,1868.0,0.712,0.98,115.61,240.098,42917
I-PARAFFINS,36.525,"3,4-dimethylhexane",0.046,0.048,0.041,1818.0,0.719,0.998,117.73,243.914,42917
I-PARAFFINS,37.35,3-methylheptane,0.111,0.117,0.098,4360.0,0.706,0.998,118.93,246.074,42917
I-PARAFFINS,37.875,3-ethylhexane,0.01,0.011,0.009,400.0,0.714,0.998,118.54,245.372,42917
I-PARAFFINS,39.405,"2,2,5-trimethylhexane",0.92,0.962,0.723,36067.0,0.707,0.996,124.09,255.362,42917
I-PARAFFINS,44.473,"2,4,4-trimethylhexane",0.01,0.01,0.008,375.0,0.739,0.996,0.0,32.0,42917
I-PARAFFINS,46.517,"2,2-dimethylheptane",0.008,0.008,0.006,304.0,0.711,0.996,132.7,270.86,42917
I-PARAFFINS,47.603,"2,4-dimethylheptane",0.038,0.039,0.03,1488.0,0.715,0.996,132.9,271.22,42917
I-PARAFFINS,49.268,"2,5-dimethylheptane",0.009,0.009,0.007,361.0,0.717,0.996,136.0,276.8,42917
I-PARAFFINS,49.725,"2,6-dimethylheptane",0.09,0.094,0.071,3516.0,0.709,0.996,135.22,275.396,42917
I-PARAFFINS,50.247,i9-[2],0.005,0.006,0.004,213.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,52.048,i9-[3],0.001,0.001,0.001,46.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,52.835,i9-[5],0.011,0.012,0.009,448.0,0.73,0.996,132.0,269.6,42917
I-PARAFFINS,52.933,4-ethylheptane,0.008,0.008,0.006,299.0,0.72,0.996,142.44,288.392,42917
I-PARAFFINS,53.232,2-methyloctane,0.005,0.005,0.004,194.0,0.713,0.996,143.28,289.904,42917
I-PARAFFINS,53.617,3-ethylheptane,0.028,0.029,0.022,1107.0,0.726,0.996,143.0,289.4,42917
I-PARAFFINS,53.747,3-methyloctane,0.036,0.037,0.029,1424.0,0.72,0.996,144.23,291.614,42917
I-PARAFFINS,54.057,"3,3-diethylpentane",0.002,0.002,0.002,94.0,0.758,0.996,132.69,270.842,42917
I-PARAFFINS,54.548,i9-[8],0.043,0.043,0.034,1674.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,55.037,i9-[9],0.015,0.016,0.012,603.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,55.423,i9-[10],0.046,0.047,0.036,1805.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,55.783,i9-[11],0.009,0.009,0.007,341.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,57.527,i9-[12],0.092,0.094,0.073,3623.0,0.73,0.996,0.0,32.0,42917
I-PARAFFINS,59.347,i10-[1],0.091,0.092,0.065,3581.0,0.73,0.994,0.0,32.0,42917
I-PARAFFINS,59.518,i10-[2],0.034,0.034,0.024,1326.0,0.73,0.994,0.0,32.0,42917
I-PARAFFINS,59.66,"2,4-dimethyloctane",0.003,0.003,0.002,100.0,0.726,0.994,155.9,312.62,42917
I-PARAFFINS,59.825,i10-[3],0.003,0.003,0.002,110.0,0.73,0.994,157.0,314.6,42917
I-PARAFFINS,60.033,"2,6-dimethyloctane",0.013,0.014,0.01,530.0,0.728,0.994,160.41,320.738,42917
I-PARAFFINS,60.082,"2,5-dimethyloctane",0.008,0.008,0.006,305.0,0.73,0.994,158.5,317.3,42917
I-PARAFFINS,60.262,i10-[4],0.015,0.015,0.011,584.0,0.73,0.994,0.0,32.0,42917
I-PARAFFINS,60.993,i10-[5],0.005,0.005,0.004,196.0,0.73,0.994,0.0,32.0,42917
I-PARAFFINS,61.037,"3,3-dimethyloctane",0.038,0.038,0.027,1477.0,0.739,0.994,161.2,322.16,42917
I-PARAFFINS,61.497,i10-[7],0.009,0.009,0.006,348.0,0.74,0.994,0.0,32.0,42917
I-PARAFFINS,61.672,"3,6-dimethyloctane",0.009,0.009,0.006,341.0,0.736,0.994,160.8,321.44,42917
I-PARAFFINS,62.043,i10-[8],0.004,0.004,0.003,172.0,0.73,0.994,157.0,314.6,42917
I-PARAFFINS,62.8,"2,3-dimethyloctane",0.029,0.029,0.021,1149.0,0.738,0.994,164.34,327.812,42917
I-PARAFFINS,63.193,i10-[9],0.002,0.002,0.001,71.0,0.74,0.994,0.0,32.0,42917
I-PARAFFINS,63.267,i10-[10],0.011,0.011,0.008,429.0,0.74,0.994,0.0,32.0,42917
I-PARAFFINS,63.41,5-methylnonane,0.021,0.021,0.015,816.0,0.733,0.994,165.1,329.18,42917
